model,pattern,wmi,make
PAJERO,['^WH813.*$'],JM3,Mazda
PICK UP,"['^WG725.*$', '^UF2.*2$']",JM3,Mazda
3,"['^BN3.*$', '^BN22.*$', '^BA1.*$', '^BN1.*$', '^BM1.*$', '^BP2.*A$', '^B.*$', '^BLI.*$', '^BK22.*$', '^BL1.*$', '^BK3.*6$', '^BM3.*$']",JM7,Mazda
6,"['^GG4.*$', '^GG32F.*$', '^BJ12.*$', '^.*S$', '^GL4S.*$', '^GH4.*$', '^GH3.*$', '^GE1.*S$', '^GF1.*S$', '^GJ4.*$', '^GG3.*$']",JM7,Mazda
323,"['^BA113.*$', '^BA123.*$']",JM7,Mazda
B2200,['^UFY02.*$'],JM7,Mazda
B2600,['^UV106.*$'],JM7,Mazda
CX9,"['^TB1.*A$', '^TB19A.*$']",JM7,Mazda
CX 5,['^KFAWL.*$'],JM7,Mazda
CX3,['^DK.*W7$'],JM7,Mazda
CX7,['^ER193.*$'],JM7,Mazda
MAZDA 5,['^CR10F.*$'],JM7,Mazda
MPV,['^LV10E.*$'],JM7,Mazda
E2000,['^SR32E.*$'],JM8,Mazda
BUS,['^SK32E.*$'],JM8,Mazda
CX 5,"['^KE4W.*$', '^KE2W7.*$', '^KE.*W7$', '^KE.*$']",JM8,Mazda
MPV,"['^L.*$', '^LW28.*$']",JM8,Mazda
MURANO,['^AZ08W.*$'],JM8,Mazda
PATHFINDER,['^DR05Y.*$'],JM8,Mazda
PATROL,['^AY25Y.*$'],JM8,Mazda
350,['^K3540.*$'],JMB,Mitsubishi
CHARIOT,['^FB213.*$'],JMB,Mitsubishi
GALANT,['^SRE.*$'],JMB,Mitsubishi
KA 300E,['^AF308.*$'],JMB,Mitsubishi
TL 350E,['^KJ508.*$'],JMB,Mitsubishi
LANCER,['^SNC.*$'],JMB,Mitsubishi
OUTLANDER,"['^XDGG2.*$', '^XDGG.*$']",JMB,Mitsubishi
PAJERO,['^ARV23.*$'],JMB,Mitsubishi
SPACE WAGON,['^NNPA3.*$'],JMB,Mitsubishi
3,['^BL12Z.*$'],JMY,Mitsubishi
6,"['^GH3.*F$', '^GG3.*F$', '^G.*F$']",JMY,Mitsubishi
ASX,['^X.*GA2$'],JMY,Mitsubishi
L 300,"['^HNP1.*$', '^HNP13.*$', '^.*NP13$']",JMY,Mitsubishi
CANTER,['^FE635.*$'],JMY,Mitsubishi
PICK UP,['^JNK12.*$'],JMY,Mitsubishi
GALANT,"['^SNEA.*$', '^SREA.*$']",JMY,Mitsubishi
SPACE WAGON,"['^L.*N84$', '^LRN84.*$']",JMY,Mitsubishi
GRANDIS,['^LRNA4.*$'],JMY,Mitsubishi
I200,['^JNPI5.*$'],JMY,Mitsubishi
L200,['^JNK.*$'],JMY,Mitsubishi
L300,['^JNP15.*$'],JMY,Mitsubishi
LANCER,"['^SRG.*$', '^SCR.*$', '^STC.*$', '^SRCY1.*$', '^GNP.*3$', '^5RC.*1$', '^LNCB.*$', '^SNC.*$', '^DRCJ.*$', '^LKCB.*$', '^SNG.*$', '^SRCS3.*$', '^SRC.*$', '^SNEA.*$']",JMY,Mitsubishi
LANCER EVOLUTION,['^S.*CZ4$'],JMY,Mitsubishi
PAJERO,"['^MNCJ.*$', '^ONV.*3$', '^LNH76.*$', '^MRCJ.*$', '^MNH6.*$', '^MYV.*$', '^LRN.*$', '^LRU.*3$', '^MRV.*$', '^MRH6.*$', '^0RV.*$', '^LRV.*$', '^LRH7.*$', '^LYV.*$', '^LNV.*$', '^0NV.*$', '^ORV4.*$']",JMY,Mitsubishi
NATIVA,['^.*RK96$'],JMY,Mitsubishi
OUTLANDER,"['^XRC.*$', '^XTCW.*$', '^XTG.*$', '^X.*$']",JMY,Mitsubishi
ROSA,['^BE637.*$'],JMY,Mitsubishi
ROZA SW,['^BE635.*$'],JMY,Mitsubishi
3,['^BLA2Z.*$'],JMZ,Mazda
323,['^BA14P.*$'],JMZ,Mazda
929,['^HC12C.*$'],JMZ,Mazda
MPV,['^LV12L.*$'],JMZ,Mazda
MX-5,['^ND6E7.*$'],JMZ,Mazda
240SX,['^MS3.*P$'],JN1,Nissan
280ZX,"['^HZ0.*S$', '^CZ0.*$']",JN1,Nissan
300 ZX,"['^CZ24.*$', '^HZ1.*S$', '^RZ2.*$', '^HZ1.*$']",JN1,Nissan
Z350,"['^AZ34E.*$', '^BZ34.*$', '^BZ3.*$', '^AZ3.*$']",JN1,Nissan
Z,"['^AZ4.*H$', '^AZ34.*$', '^AZ4.*$']",JN1,Nissan
ARIYA,['^AF0BA.*$'],JN1,Nissan
BLUEBIRD,['^BDAU1.*$'],JN1,Nissan
URVAN,"['^MA4E2.*$', '^.*E2$']",JN1,Nissan
CEDREC,['^DY11S.*$'],JN1,Nissan
EX35,['^AJ0H.*$'],JN1,Nissan
LEAF,['^AZ0CP.*$'],JN1,Nissan
G SEDAN,"['^CV6A.*$', '^CV6AR.*$', '^CV6AP.*$', '^CV6.*$', '^DV6A.*$']",JN1,Nissan
G CONVERTIBLE,['^CV6FE.*$'],JN1,Nissan
G COUPE,"['^CV6EL.*$', '^CV6E.*$']",JN1,Nissan
G35,['^CV54E.*$'],JN1,Nissan
GLORIA,['^MBAY3.*$'],JN1,Nissan
GT-R,['^AR5.*F$'],JN1,Nissan
I 30,['^CA31A.*$'],JN1,Nissan
JUKE,"['^AF5.*$', '^BF5.*$', '^8F5M.*$']",JN1,Nissan
M,['^BY1A.*$'],JN1,Nissan
MAXIMA,"['^CA31.*$', '^DA31.*$', '^00HJ.*$', '^CA2.*$']",JN1,Nissan
MURANO,['^AZ1.*$'],JN1,Nissan
SUNNY,"['^CA21.*$', '^BN16.*$', '^FN61.*$', '^BDAB1.*$', '^AZ3.*$', '^EN61.*$', '^BDA.*1$', '^BCA.*1$', '^BB4.*$', '^CA31.*$', '^BN61.*$', '^BFAN.*$', '^BBA.*$', '^BJ1.*$', '^BCAC1.*$', '^BAAB.*$']",JN1,Nissan
PATROL,"['^.*GY6$', '^0WGY6.*$', '^.*Y6$']",JN1,Nissan
PRIMERA,['^BCAP1.*$'],JN1,Nissan
Q50,"['^EV7.*$', '^BV7A.*$', '^FV7A.*$', '^AV7A.*$', '^CV7A.*$']",JN1,Nissan
Q60,"['^CV7E.*$', '^EV7E.*$', '^FV7E.*$']",JN1,Nissan
ROGUE SPORT,"['^BJ1.*$', '^BJ1C.*$', '^BJ1CR.*$']",JN1,Nissan
QX50,['^BJ0.*$'],JN1,Nissan
GTR,['^AR5EM.*$'],JN1,Nissan
STANZA,['^FU21P.*$'],JN1,Nissan
TD27,['^AHAD2.*$'],JN1,Nissan
TEANA,['^BBUJ3.*$'],JN1,Nissan
TIIDA,"['^CC13C.*$', '^BC1.*$', '^CC1.*C$', '^001.*$', '^CC1.*$']",JN1,Nissan
X-TRIAL,['^BT05Y.*$'],JN1,Nissan
XTRAIL,"['^BT2.*$', '^8T2M.*$']",JN1,Nissan
ZX 280,['^JZ04S.*$'],JN1,Nissan
URVAN,"['^FE5.*$', '^AE5.*S$', '^FE54.*$', '^AE42S.*$', '^AE53S.*$', '^AE54S.*$', '^BE6DS.*$', '^AE5.*$', '^DW1.*S$', '^BE6.*S$', '^BE6GS.*$', '^.*S$', '^AE4.*S$', '^BE6.*$', '^BD23.*$', '^FE5.*S$']",JN6,Nissan
CIVILIAN,"['^EW1.*S$', '^DW1.*$', '^BW1.*$']",JN6,Nissan
CPGD22,['^PD23S.*$'],JN6,Nissan
JUKE,['^AF54S.*$'],JN6,Nissan
PATHFINDER,['^BY11Y.*$'],JN6,Nissan
PATROL,"['^DY1.*$', '^BY1.*$', '^CY1.*Y$']",JN6,Nissan
PICKUP,"['^.*D23S$', '^AD2.*S$', '^BD2.*$', '^DD2.*$']",JN6,Nissan
SUNNY,['^BEBA8.*$'],JN6,Nissan
PATROL,"['^AY1.*Y$', '^AY25Y.*$', '^AY2.*$', '^FY1.*$', '^AZ1.*$', '^AZ0.*$', '^A.*$', '^FYI.*Y$']",JN8,Mazda
CUBE,['^AZ2KR.*$'],JN8,Mazda
FX,"['^CS1MW.*$', '^BS1MW.*$', '^AS1M.*$']",JN8,Mazda
FX 35,"['^AS05Y.*$', '^AS1M.*$', '^AS.*$']",JN8,Mazda
JUKE,"['^BF5.*S$', '^AF5.*$', '^AF5MR.*$']",JN8,Mazda
MICRO,['^FE548.*$'],JN8,Mazda
MURANO CROSSCABRIOLET,['^AZ1FY.*$'],JN8,Mazda
PATHFINDER,"['^0R0.*Y$', '^AR0.*$', '^DR0.*$', '^AR05Y.*$']",JN8,Mazda
QUEST,['^AE2KP.*$'],JN8,Mazda
QX80,"['^AZ2N.*$', '^AZ2.*$']",JN8,Mazda
QX70,['^CS1MU.*$'],JN8,Mazda
ROGUE,"['^AT2M.*$', '^AS58V.*$', '^AT3.*$', '^AS5MT.*$', '^BT3.*$', '^AS5.*$']",JN8,Mazda
XTRAIL,"['^BTO.*$', '^BT.*$', '^BT0.*$']",JN8,Mazda
DIESEL,"['^MBF0.*$', '^.*F0H$', '^UZD.*H$', '^MDF0H.*$', '^P.*F0H$', '^M.*F0H$', '^U.*H$', '^FAP.*K$', '^PCF.*$', '^PBF.*H$', '^KBP0L.*$', '^MDF.*H$', '^PCF.*H$']",JNC,Nissan
UD,['^MDFOH.*$'],JNC,Nissan
RANGER,['^LS328.*$'],JNC,Nissan
TANKER,['^WBR0L.*$'],JNC,Nissan
370 Z,['^AZ34D.*$'],JNI,Nissan
PICKUP,"['^C.*D2$', '^CJUD2.*$']",JNI,Nissan
G 37,['^CV6AR.*$'],JNI,Nissan
JUKE,['^BF.*$'],JNI,Nissan
LEAF,['^AZ0CP.*$'],JNI,Nissan
MAXIMA,['^CA.*$'],JNI,Nissan
PATROL,['^UCLY6.*$'],JNI,Nissan
Q50,['^EV7AP.*$'],JNI,Nissan
QASHQAI,['^BJ1CP.*$'],JNI,Nissan
SUNNY,"['^BBAB.*$', '^BJIC.*$', '^EN61.*$', '^FN61.*$']",JNI,Nissan
TIIDA,['^CC11C.*$'],JNI,Nissan
XTRAIL,['^BT2MN.*$'],JNI,Nissan
Z350,['^AZ34E.*$'],JNI,Nissan
ZX 280,['^JZ04S.*$'],JNI,Nissan
EX35,"['^AJ09F.*$', '^AJ09.*$']",JNK,Infiniti
FX 35,['^AS18F.*$'],JNK,Infiniti
G 25,"['^DVB.*E$', '^DV6.*$']",JNK,Infiniti
G 37,"['^CV.*$', '^CV64E.*$', '^CV61.*$', '^CV6.*E$', '^CV6.*$', '^CV61E.*$']",JNK,Infiniti
G SEDAN,['^CV61F.*$'],JNK,Infiniti
G CONVERTIBLE,['^CV6FE.*$'],JNK,Infiniti
G35,"['^B.*$', '^BV61E.*$', '^BY01.*$', '^CV5.*$', '^BY31.*$', '^BV61.*$']",JNK,Infiniti
I 35,['^DA31A.*$'],JNK,Infiniti
I 30,"['^CA21.*$', '^CA21A.*$', '^CA.*$', '^CA31A.*$']",JNK,Infiniti
INFINITI Q50 2.2D,['^DV71E.*$'],JNK,Infiniti
Q70,['^AY01.*$'],JNK,Infiniti
M 35,['^CY01E.*$'],JNK,Infiniti
M 56,['^AY1AP.*$'],JNK,Infiniti
PATHFINDER,['^CV51E.*$'],JNK,Infiniti
PATROL,['^BY11E.*$'],JNK,Infiniti
Q45,['^NG01D.*$'],JNK,Infiniti
Q50,['^NC01C.*$'],JNK,Infiniti
Q50S HYBRID,['^AV71E.*$'],JNK,Infiniti
Q60,['^.*EK$'],JNK,Infiniti
EX35,"['^AJ0.*$', '^AJO.*Y$', '^.*Y$']",JNR,Infiniti
FX,"['^AS08.*$', '^BS18W.*$', '^AS18.*$']",JNR,Infiniti
FX 35,"['^AS08.*$', '^AS1.*$', '^A.*$']",JNR,Infiniti
QX 70,"['^CS1MW.*$', '^C.*1MW$', '^CS1M.*$']",JNR,Infiniti
FX 45,['^BS08W.*$'],JNR,Infiniti
FX 50,['^BS1.*$'],JNR,Infiniti
MURANO,['^AZZNY.*$'],JNR,Infiniti
PATHFINDER,"['^DR09.*$', '^DR0.*$']",JNR,Infiniti
QX 80,['^AZ2NY.*$'],JNR,Infiniti
QX50,['^BJ0.*R$'],JNR,Infiniti
QX56,['^AZ2.*Y$'],JNR,Infiniti
SUNNY,['^BSI5U.*$'],JNR,Infiniti
450Z,['^PL41A.*$'],JS1,Suzuki
650CC,['^CJ225.*$'],JS1,Suzuki
65XF,['^AK111.*$'],JS1,Suzuki
GSX1300RAL,['^GX72B.*$'],JS1,Suzuki
AN650,['^CP51B.*$'],JS1,Suzuki
BOULEVARD,['^VS55A.*$'],JS1,Suzuki
BOULEVARD C90,['^VY56A.*$'],JS1,Suzuki
BOULEVARD M109R,['^VY53A.*$'],JS1,Suzuki
GRAND VITARA,['^.*1$'],JS1,Suzuki
GSX-R1000,"['^G.*A$', '^GT7.*A$', '^GT76A.*$', '^GT7.*$']",JS1,Suzuki
GSX-R750,"['^GN7.*A$', '^G.*A$', '^GR7MA.*$', '^GR7.*A$']",JS1,Suzuki
GSX-R600,['^GN7FA.*$'],JS1,Suzuki
GSX-R1000R,['^DM11H.*$'],JS1,Suzuki
GSX-R1000L7/GSX-R1000AL7,['^DM11B.*$'],JS1,Suzuki
GSX-S1000A,['^GT7AA.*$'],JS1,Suzuki
GSX-S750,['^C533.*$'],JS1,Suzuki
GSX1300R,['^GX72.*$'],JS1,Suzuki
GSXR 1000,['^DM11G.*$'],JS1,Suzuki
GSXR 1000 L2,['^CY111.*$'],JS1,Suzuki
KIZASHI,"['^RJ4.*$', '^R.*$']",JS1,Suzuki
MOTORBIKE,['^CJ135.*$'],JS1,Suzuki
KIZASHI,"['^RE9.*$', '^R.*$']",JS2,Suzuki
AERIOSX,['^RD.*1H$'],JS2,Suzuki
ESTEEM,['^GB41S.*$'],JS2,Suzuki
GSX-R750,['^GA.*1S$'],JS2,Suzuki
IGNIS,['^HX51S.*$'],JS2,Suzuki
LIANA,['^R.*31S$'],JS2,Suzuki
SWIFT,"['^ZC21.*$', '^7C8.*$', '^ZC8.*$', '^ZC6C.*$']",JS2,Suzuki
SX 4,"['^YC41.*$', '^YA41.*$', '^YB5.*$', '^YB41.*$', '^YC.*$', '^YB5A.*$', '^Y.*$']",JS2,Suzuki
CARRY,['^DA32V.*$'],JS3,Suzuki
GRAND VITARA,"['^TDO.*$', '^TE04.*$', '^TD1.*$', '^TD94.*$', '^TE94.*$', '^TD54.*$', '^TD0.*$', '^TA7.*$', '^TD04V.*$', '^TA0.*$']",JS3,Suzuki
XL-7,"['^TY92V.*$', '^T.*92V$']",JS3,Suzuki
JIMNY,['^JB4.*$'],JS3,Suzuki
SIDEKICK,['^TD21V.*$'],JS3,Suzuki
SWIFT,['^ZC21S.*$'],JS3,Suzuki
BALENO,['^EGC31.*$'],JSA,Suzuki
GSX-R750,"['^AK4.*A$', '^AL4.*A$']",JSA,Suzuki
LTZ 250CC,['^AJ4AA.*$'],JSA,Suzuki
OZARK,['^AJ51A.*$'],JSA,Suzuki
VITARA,['^FT.*$'],JSA,Suzuki
COROLLA,"['^.*A$', '^72EE.*$', '^53EE.*$', '^BE4.*K$']",JT1,Toyota
DAIHATSU,['^GM201.*$'],JT1,Toyota
GS 430,['^53USG.*$'],JT1,Toyota
GS 300,['^53JS.*$'],JT1,Toyota
HAYES,['^212HA.*$'],JT1,Toyota
HIACE,"['^21L.*$', '^21JK.*$']",JT1,Toyota
HILUX,['^.*6$'],JT1,Toyota
LS 430,"['^53UF.*$', '^.*2$', '^BU4.*E$']",JT1,Toyota
PRIUS,['^53FU1.*$'],JT1,Toyota
RAV 4,['^72SC1.*$'],JT1,Toyota
RAV4,['^71S.*1$'],JT1,Toyota
SUPRA,['^LBMA7.*$'],JT1,Toyota
COROLLA,"['^SK1.*E$', '^BG2.*K$', '^BF2.*K$', '^AE0.*$', '^BB1.*E$', '^BF22K.*$', '^B.*$', '^VK1.*E$', '^BK1.*$', '^GK1.*E$']",JT2,Toyota
CRESSIDA,['^MX.*3E$'],JT2,Toyota
HS 250H,['^DE82A.*$'],JT2,Toyota
MR2,['^SW2.*$'],JT2,Toyota
PRIUS,['^BK1.*U$'],JT2,Toyota
RC 350,['^AW15C.*$'],JT2,Toyota
SUPRA,"['^JA8.*$', '^MA7.*$']",JT2,Toyota
SUPRA TURBO,['^MA71N.*$'],JT2,Toyota
TOYOTA,['^EL46S.*$'],JT2,Toyota
4RUNNER,"['^GN8.*R$', '^HN8.*R$']",JT3,Toyota
COROLLA,['^EB13E.*$'],JT3,Toyota
FJ CRUISER,['^BU11F.*$'],JT3,Toyota
LAND CRUISER,"['^HJ0.*J$', '^DJ81W.*$', '^FJ6.*G$']",JT3,Toyota
PRADO,['^B.*J$'],JT3,Toyota
PREVIA,"['^AC2.*S$', '^GK1.*M$', '^AC1.*R$']",JT3,Toyota
RAV4 HYBRID,"['^.*V$', '^.*P10V$']",JT3,Toyota
RUNNER 4,['^VN39W.*$'],JT3,Toyota
4RUNNER,['^RN36S.*$'],JT4,Toyota
DYNA,['^.*7$'],JT4,Toyota
HIACE,"['^ZR1.*$', '^ZA119.*$']",JT4,Toyota
HS 250H,['^EW21A.*$'],JT4,Toyota
LAND CRUISER,['^KW73J.*$'],JT4,Toyota
PICK,['^RN93.*$'],JT4,Toyota
PICKUP,"['^RN5.*R$', '^RN.*$', '^RN81.*$']",JT4,Toyota
T100,"['^VD2.*$', '^VD1.*$']",JT4,Toyota
T100 DX,['^VD10A.*$'],JT4,Toyota
WITCH,['^020LO.*$'],JT4,Toyota
COASTER,['^FK518.*$'],JT6,Lexus
HIACE,['^.*P$'],JT6,Lexus
LX 470,"['^HT00W.*$', '^HT.*W$', '^H.*$']",JT6,Lexus
LX 450,['^HJ88J.*$'],JT6,Lexus
PRADO,['^BDG6J.*$'],JT6,Lexus
RX 300,"['^.*F10U$', '^HF10.*$']",JT6,Lexus
LS 430,"['^.*E$', '^BD6.*$', '^BF2.*G$', '^.*F28G$', '^BL69S.*$', '^B.*$', '^BD6.*S$', '^BH2.*$', '^B.*S$', '^UZ30.*$', '^UF11.*$']",JT8,Toyota
ES 350,['^BF12G.*$'],JT8,Toyota
GS 400,['^BH68X.*$'],JT8,Toyota
ES 300,['^GK13T.*$'],JT8,Toyota
LS400,"['^BH28F.*$', '^BH2.*F$']",JT8,Toyota
RC 350,['^JZ31C.*$'],JT8,Toyota
SC 300,['^CD32Z.*$'],JT8,Toyota
SC 400,['^CH32Y.*$'],JT8,Toyota
CAMRY,['^BB46K.*$'],JTB,Toyota
HIACE,['^4.*$'],JTB,Toyota
COROLLA,"['^72AE.*$', '^53AE.*$', '^53E.*$', '^72EE.*$', '^DR2.*E$']",JTB,Toyota
CROWN,['^53JSF.*$'],JTB,Toyota
DYNA,['^32BUM.*$'],JTB,Toyota
GS 300,['^53JS.*$'],JTB,Toyota
GX 460,['^JRBZX.*$'],JTB,Toyota
LAND CRUISER,"['^31U.*7$', '^31PJ7.*$', '^11UJ.*$', '^3.*$']",JTB,Toyota
HS 250H,"['^.*A$', '^11W.*A$']",JTB,Toyota
PRADO,['^11VJ9.*$'],JTB,Toyota
PREVIA,['^11AC1.*$'],JTB,Toyota
PRIUS,['^KN3DU.*$'],JTB,Toyota
PRIUS C,['^.*3$'],JTB,Toyota
RAV 4,['^72SC1.*$'],JTB,Toyota
RAV4,['^71SC1.*$'],JTB,Toyota
COASTER,['^F.*18$'],JTC,Toyota
HIACE,['^F.*19$'],JTC,Toyota
LAND CRUISER,['^HJ.*J$'],JTC,Toyota
PRIUS,['^K.*U$'],JTC,Toyota
RX 450H,['^BC1BA.*$'],JTC,Toyota
YARIS,['^KW923.*$'],JTC,Toyota
4RUNNER,['^EBRBR.*$'],JTD,Toyota
CAMRY,"['^BF3.*K$', '^BH30K.*$', '^BE3.*K$', '^BH3.*K$', '^B.*K$']",JTD,Toyota
CELICA,['^D.*32T$'],JTD,Toyota
COASTER,['^FB518.*$'],JTD,Toyota
COROLLA,"['^BR2.*$', '^BH3.*1$', '^BR3.*E$', '^BT2.*$', '^BW22.*$', '^BZ42E.*$', '^B242.*$', '^BZ2.*$', '^BZ4.*E$', '^EPRAE.*$', '^BF3.*K$', '^BL4.*E$', '^EPM.*E$', '^BR42.*$', '^ER2.*E$', '^BR4.*E$', '^BU4.*E$', '^BE3.*K$', '^BE2.*E$', '^BK2.*$', '^EW23.*$', '^BW2.*E$']",JTD,Toyota
COROLLA 100GT,['^BR21E.*$'],JTD,Toyota
CT 200H,['^KD5BH.*$'],JTD,Toyota
YARIS,"['^RW9.*3$', '^BW9.*3$', '^JT9.*3$', '^BT9.*3$', '^KT9.*3$', '^BT923.*$', '^KW9.*$', '^B.*3$']",JTD,Toyota
PRIUS C,"['^KDT.*3$', '^.*3$', '^BW1.*3$', '^KDTB3.*$']",JTD,Toyota
GS 300,['^BE113.*$'],JTD,Toyota
HIACE,['^21UHB.*$'],JTD,Toyota
HILUX,['^.*6$'],JTD,Toyota
HS 250H,['^EW21A.*$'],JTD,Toyota
IQ,['^.*0$'],JTD,Toyota
IS,['^.*2$'],JTD,Toyota
PRADO,['^B.*J$'],JTD,Toyota
PRIUS,"['^ZS3EU.*$', '^KN3.*$', '^KN3DP.*$', '^KB2.*$', '^KARF.*$', '^KARFU.*$', '^KN36U.*$', '^KN3DU.*$']",JTD,Toyota
PRIUS PRIME,"['^KA.*FP$', '^KARFP.*$']",JTD,Toyota
PRIUS V,['^ZN3EU.*$'],JTD,Toyota
RAV4 HYBRID,"['^.*V$', '^Z23FV.*$']",JTD,Toyota
RC 350,['^.*C$'],JTD,Toyota
RX 400H,['^HW31U.*$'],JTD,Toyota
RX 450H,['^BC1BA.*$'],JTD,Toyota
XA,['^KT623.*$'],JTD,Toyota
4RUNNER,"['^ZT1.*R$', '^BT1.*R$', '^.*R$', '^BU1.*R$']",JTE,Toyota
CAMRY,['^BC3EK.*$'],JTE,Toyota
FJ CRUISER,"['^.*F$', '^BU11F.*$']",JTE,Toyota
ES 350,['^B.*G$'],JTE,Toyota
GX 460,['^.*X$'],JTE,Toyota
HIACE,['^.*2P$'],JTE,Toyota
HIGHLANDER,"['^DS4.*A$', '^ES4.*A$']",JTE,Toyota
HIGHLANDER HYBRID,['^EW4.*A$'],JTE,Toyota
LS 430,['^BC3EH.*$'],JTE,Toyota
HILUX,['^.*6$'],JTE,Toyota
HS 250H,"['^.*A$', '^DW2.*A$']",JTE,Toyota
IQ,['^EW440.*$'],JTE,Toyota
LAND CRUISER,"['^LU7.*J$', '^CJ0.*J$', '^EB7.*J$', '^CB0.*J$', '^HJ09J.*$', '^HT0.*$', '^EU7.*J$', '^HJ0.*$', '^AU2.*J$']",JTE,Toyota
PRADO,"['^BL2.*J$', '^BW3.*$', '^BN3.*$', '^BU2.*J$', '^BL29.*$', '^B42.*$', '^BX9.*J$', '^J49.*J$', '^BY9.*J$', '^JU3F.*$', '^BU25.*$', '^BM29.*$']",JTE,Toyota
LX 470,['^HT00W.*$'],JTE,Toyota
PREVIA,"['^GD3.*M$', '^G.*M$', '^GD5.*M$']",JTE,Toyota
RAV4 HYBRID,"['^.*20V$', '^GH2.*V$', '^.*V$', '^HH2.*V$']",JTE,Toyota
VENZA,['^AAAAH.*$'],JTE,Toyota
COROLLA,['^BR42E.*$'],JTF,Toyota
COROLLA 100GT,['^BR21E.*$'],JTF,Toyota
DYNA,"['^AY117.*$', '^.*7$']",JTF,Toyota
ES 350,['^BB41G.*$'],JTF,Toyota
GX 460,['^SS2PX.*$'],JTF,Toyota
HIACE,"['^HXD2.*$', '^HX02.*$', '^RMFA.*$', '^PX22.*$']",JTF,Toyota
HILUX,"['^DE6.*6$', '^EM4.*6$']",JTF,Toyota
IQ,['^DKB20.*$'],JTF,Toyota
IS,['^JJS02.*$'],JTF,Toyota
LAND CRUISER,"['^HS0.*$', '^LJ73J.*$', '^LB7.*J$', '^LU7.*J$', '^.*J$', '^LJ7.*J$']",JTF,Toyota
LS 430,['^BB9CP.*$'],JTF,Toyota
PRIUS,['^KN3.*U$'],JTF,Toyota
RAV4 HYBRID,['^.*V$'],JTF,Toyota
COASTER,"['^FY418.*$', '^F.*$', '^FB51.*$']",JTG,Lexus
COROLLA,['^HR42E.*$'],JTG,Lexus
CT 200H,['^KD5BH.*$'],JTG,Lexus
HIACE,"['^JX02.*$', '^SX2.*P$', '^RX12P.*$']",JTG,Lexus
HS 250H,['^HB1BA.*$'],JTG,Lexus
LAND CRUISER,['^HJ0.*$'],JTG,Lexus
LAND CRUISER ARMORED,['^RB71J.*$'],JTG,Lexus
LS 430,['^B5108.*$'],JTG,Lexus
NX 300H,['^BGRBZ.*$'],JTG,Lexus
PRADO,['^B.*9J$'],JTG,Lexus
PRIUS,['^.*U$'],JTG,Lexus
YARIS,['^KW923.*$'],JTG,Lexus
CT 200H,"['^KD5BH.*$', '^.*BH$']",JTH,Lexus
714,['^UCK1H.*$'],JTH,Lexus
CAMRY,['^B11HK.*$'],JTH,Lexus
LS 430,"['^.*F$', '^BC96.*$', '^BN3.*$', '^.*FF$', '^BF1BL.*$', '^BK1.*G$', '^B.*$', '^BW1.*6$', '^BN36F.*$', '^DU1.*F$', '^BZ1B.*$', '^BN3.*F$', '^B51.*$', '^BK1.*$']",JTH,Lexus
ES 300H,"['^B.*G$', '^BK1.*G$', '^BW1.*G$', '^BKI.*G$', '^BW1GG.*$']",JTH,Lexus
ES 330,['^BA30G.*$'],JTH,Lexus
GS,"['^EZ1.*L$', '^BC.*S$', '^BE1.*$', '^CE96.*$', '^BE96S.*$', '^BN96S.*$', '^CE1.*$', '^BH96.*$', '^BC96S.*$']",JTH,Lexus
GS 200,['^BA5BL.*$'],JTH,Lexus
GS 450,['^BS5BL.*$'],JTH,Lexus
HIACE,['^4ZA11.*$'],JTH,Lexus
HS 250H,['^BB1BA.*$'],JTH,Lexus
IS,"['^BH5D2.*$', '^BF5.*2$', '^BE5.*2$', '^B.*2$', '^BA.*D2$', '^GZ1.*2$', '^BH5.*2$', '^BF5D2.*$', '^.*2$', '^BD1.*2$', '^C81.*2$', '^FG2.*2$']",JTH,Lexus
IS C,"['^FF2C2.*$', '^F.*2C2$']",JTH,Lexus
IS F,['^BP.*2$'],JTH,Lexus
IS300,['^BG262.*$'],JTH,Lexus
LAND CRUISER,['^MU09.*$'],JTH,Lexus
LC 500,"['^HP5AY.*$', '^.*AY$']",JTH,Lexus
LFA,['^HX8BH.*$'],JTH,Lexus
LS 600HL,['^DU46F.*$'],JTH,Lexus
LS 460,['^GL46F.*$'],JTH,Lexus
PREVIA,['^GE52M.*$'],JTH,Lexus
RC 350,"['^.*BC$', '^HE5BC.*$', '^.*C$']",JTH,Lexus
RC 200T,['^HA5BC.*$'],JTH,Lexus
RC 300,['^SM5BC.*$'],JTH,Lexus
RC F,['^HP5BC.*$'],JTH,Lexus
SC 430,"['^FN48Y.*$', '^FN4.*Y$']",JTH,Lexus
UX 200,['^Y3JBH.*$'],JTH,Lexus
UX 250H,['^.*JBH$'],JTH,Lexus
UX 250H 2WD,['^R6JBH.*$'],JTH,Lexus
COASTER,['^1B518.*$'],JTJ,Lexus
GX 460,"['^JMV.*X$', '^HY7AX.*$', '^.*B7CX$', '^.*X$']",JTJ,Lexus
GX 470,['^BT20X.*$'],JTJ,Lexus
LX 570,"['^HT0.*W$', '^HY00W.*$', '^HT00W.*$', '^HT.*W$']",JTJ,Lexus
NX 300H,"['^GAR.*Z$', '^.*Z$', '^DAR.*Z$', '^BJRBZ.*$', '^BJR.*Z$']",JTJ,Lexus
NX 200T,['^.*ARBZ$'],JTJ,Lexus
RX 300,['^HF10.*$'],JTJ,Lexus
RX 330,"['^HA31U.*$', '^HA31.*$']",JTJ,Lexus
